start,end,interval,speaker,text
497.82,501.98,4.160000000000025,1.0,就是他原先的华谊是在华谊系上进行的。
501.98,506.98,5.0,1.0,所以他那个华谊的中间位向不会查金额产出对象。
506.98,516.59,9.610000000000014,1.0,有没有对于南通来说啊，相对原子面积相对对微量比较小，小一个原子间距，它对滑移面两侧来说，
516.59,521.64,5.0499999999999545,1.0,晶体的相对滑移量是原子间距的一个整数倍。
521.64,533.19,11.550000000000068,1.0,我还有第一次就一个模式式好孪生所需要牵引比滑移要大，变形速度要大得多。
533.19,538.63,5.439999999999941,1.0,所以我知道滑为它是一个缓慢进行的过程，不断累积的一个过程。
538.63,543.6,4.970000000000027,1.0,对于原生来说呢，它是瞬间不是你的人。
543.6,554.545,10.944999999999936,1.0,我上次课的时候还给大家提过一个概念，就是马字体向变，对吧？ 马自己相信这个是什么东西呢？
554.545,558.12,3.575000000000045,,
558.12,568.22,10.100000000000023,1.0,在当中， 我将刚把它的温度加热到九百度以上以后，它存在的状态是二十级，对吧？ 大家知道在二十体中的含碳量是比较高的，
568.22,570.38,2.159999999999968,1.0,最大的含碳量可以达到百分之二点一一。
570.38,578.78,8.399999999999977,1.0,如果是采用平衡冷却的方式，从二次里面会吸出什么，拿出生产体， 然到吸取供吸生产力。
578.78,581.155,2.375,1.0,最后这个奥次里会变成什么呢？
581.155,584.18,3.0249999999999773,,
584.18,590.6,6.420000000000073,1.0,就变成铁丝体吧，这个铁粗体最大，我们看到只有百分之零点零二的话，那么碳中率怎么样吸出去了。
590.6,600.06,9.459999999999923,1.0,我不管你自己什么形式吸出去了，在铁丝体里面含碳量几乎可以忽略，对吧？ 但是如果是一种快速人接的方式，
600.06,612.06,12.0,1.0,就是这个时候的二字体，它是从接近一千摄，是这样高温下迅速把它闷到水里面，他有没有时间足够时间的原始把他不看没有了。
612.06,622.6,10.540000000000077,1.0,大家想一想， 会从它的经理结构类型会从面积立方结构变成体积立方结构，对吧？ 温度降低了嘛，但是看原子跑出去了，
622.6,625.89,3.2899999999999636,1.0,没有没有好处吧。
625.89,635.74,9.850000000000023,1.0,所以他会在这样的一个体型内管结构里面融入过饱和的什么函数。
635.74,641.995,6.2549999999999955,1.0,那么就使那个立方结构的这个第一个参数发生改变，最终形成一个正小几公里的。
641.995,644.15,2.1549999999999727,,
644.15,652.52,8.370000000000005,1.0,那么这个转变速度非常的快，它不是通过碳原子的扩散进行，而是通过我们前面所的一个共物的经验。
652.52,659.56,7.039999999999964,1.0,所以他实际的这个速度可以达到最快的，可以达到十的八次方米样样的相面制作。
659.56,662.04,2.480000000000018,,
662.04,677.04,15.0,1.0,所以这点是通过叫共和切定，对不起。 那么在 HCP 结构中，金额它有杂一性比较少，很常会以孪生的形式哪个数据面积？
677.04,688.17,11.129999999999995,1.0,那么在 BCC 结构的一个基础中，只有在低温或者在冲击的作用下，冲击时代讲什么数据，比方说速度非常的快，
688.17,691.04,2.8700000000000045,1.0,对不对？ 他没有时间进行。
691.04,695.69,4.650000000000092,1.0,而对于 x 这些结构的基属来说呢，一般说划分人生。
695.69,702.57,6.8799999999999955,1.0,但是对于铜来说，这个来说特别容易产，他那个比较特殊一个情态。
702.57,711.68,9.1099999999999,1.0,好， 但是呢会在某些金属里面经常会观察到蓝晶的这样的一个存在。
711.68,716.22,4.540000000000077,1.0,这是因为在相变过程中，原子重新排列而发生的错开产。
716.22,726.67,10.449999999999932,1.0,我把这个从这个退过来，我们前面给他介绍孪生的一个几种方，或者说形成孪生的四种途径来见我三人哪三种还记得吗？
726.67,726.915,0.2450000000000045,0.0,嗯，
726.915,729.65,2.7350000000000136,,
729.65,738.28,8.629999999999995,1.0,第一个增长弹心一定向上，右下方转边的手直接形成在一定的这面，还有什么退给我们？
738.28,740.49,2.2100000000000364,0.0,还有有什么？
740.49,747.05,6.559999999999945,1.0,假如这种材料不发现高速生击，它发生变形了，也会产生在样的这个假长。
747.05,748.7,1.650000000000091,0.0,即便了，
748.7,755.6,6.899999999999977,1.0,是不是？ 所以有三种产生燃金那个时段生长逻辑的增长以及经验。
755.6,767.71,12.110000000000014,1.0,这个好原丁在材料里面，他最容易观察的就是在经济内部出现，突然出现在一个什么比值线条？
767.71,772.65,4.939999999999941,1.0,这个线条的两侧原子就有这个线条，这这不是叫线条了。
772.65,781.035,8.384999999999991,1.0,因为我们看到这个体面提朗它这个立体的一个结构，所以你这个圆经面积一个个面面称的一个关系。
781.035,783.23,2.19500000000005,,
783.23,784.55,1.3199999999999363,1.0,这一点像什么？
784.55,787.795,3.2450000000000045,1.0,在我手上拿着这小书一样好做一件事到某种生机之后，
787.795,789.96,2.1650000000000773,,
789.96,793.81,3.849999999999909,1.0,以前的这个就是中间这个也形成你在这两侧。
793.81,797.12,3.310000000000059,1.0,对， 今天这个原先是是存在一起。
797.12,797.54,0.4199999999999591,0.0,是的。
797.54,803.19,5.650000000000091,,
803.19,808.29,5.099999999999909,1.0,好， 那么除了华谊和孪生，还有第三种树形变形的一个方式。
808.29,817.78,9.490000000000009,1.0,但是这种呢是根本常见的，它是一种不均匀的树形，变形， 是要扭折，扭折是在什么情况下发生的？
817.78,824.39,6.6100000000000145,1.0,他是在怀疑他人生都难以见的时候，或者在间接受到某种约束时候。
824.39,826.835,2.44500000000005,1.0,那么大家可以看一下这张图，
826.835,830.12,3.284999999999968,,
830.12,837.78,7.659999999999968,1.0,看一下这张就相当于对这样一种放置材料来说，这个区域容易产生，假如容易产生这样一种怀疑。
837.78,839.56,1.7799999999999725,1.0,这个区域的正能产生怀疑。
839.56,848.48,8.920000000000073,1.0,但是所以说在这一块产生堆积之后，呃， 进一步怀疑这个变台还产生原生呢也很难也想进一步对移。
848.48,851.52,3.0399999999999636,1.0,哎， 就会在这一块产生了一个未错的一个堆积。
851.52,860.57,9.050000000000068,1.0,进一步一个堆积对终低术堆积之后呢，就会导致在这个区域内微信的。
860.57,875.57,15.0,1.0,就是你这种这个这个扭扭折跟我们前面说的一个理论上的交割，形成这个扭折不是一个概念啊。
875.57,884.41,8.839999999999918,1.0,那个扭折是在微观尺度上看一下，就如说有的时候是要交这舞，形成， 这个是最好采用这个宏观的数据类型。
884.41,895.22,10.81000000000006,1.0,他这个电影好，所以在这里面大家肯定要重点掌握的是什么东西啊，肯定是数据运型，最重要有三种方式，最重要的点怀疑。
895.22,899.03,3.8099999999999454,1.0,其次是男生， 再其次是吧？
899.03,908.22,9.190000000000055,1.0,有的重点答案是蚂疑什个，有的人知道有这样的变形方式。
908.22,913.74,5.519999999999982,1.0,好， 那我们前面讲的基本上都是在单心结读基济人员。
913.74,921.43,7.689999999999941,1.0,我们没有考虑到经济经济之间这个交互费用，但是我们工程上用到的基本上都是缩机起。
921.43,932.84,11.410000000000082,1.0,那么每一个机密内部在发生改变的时候，他们对一些不同的机密之间怎么进行相互配合分开庭，现由对方扫描图。
932.84,945.87,13.029999999999973,1.0,你看一个扫描图，每一个经理， 每一个经历，那么它的形状呀寸量等等都是不一样的，对吧？ 好， 假如说这个问题，
945.87,950.21,4.340000000000032,1.0,那上面两侧实加上他妈安逸一个，这个答疑也存不大。
950.21,956.29,6.079999999999927,1.0,那么根据我们前面对单 d 解的一个数据变形的一个了解，嗯， 没有阐述。
956.29,968.11,11.82000000000005,1.0,因为对单晶体来说，我们知道在某一个面上，它的滑跃器上所说的切力超过它的零件跟切力以后，就会产生七零零八。
968.11,978.69,10.580000000000041,1.0,那么在这个年代还有那么多的精力，那如果是一个很大的题，他那面可能存在数理异义的量，
978.69,986.425,7.7349999999999,0.0,这个多晶体的是不是？
986.425,988.85,2.425000000000068,,
988.85,1000.15,11.299999999999955,1.0,好？ 这时候我们除了考虑单晶体的变形方式之外，我们还要考虑经界以及经力的内向差对整个收益变异变。
1000.15,1011.61,11.460000000000036,1.0,这时候我们可以考虑一下，再拉一点的候一下，某一些滑移器在拉硬的作用下，肯定会首先达到它那个临界分迁移，
1011.61,1016.31,4.699999999999932,1.0,对吧？ 那么这些基西怎么样就不停的进行变形？
1016.31,1022.46,6.150000000000091,1.0,那么在变形的过程里面，大家想一想， 假如这个经历先发生了一个变形，他会再拉长了。
1022.46,1030.57,8.1099999999999,1.0,他在拉长过程中有其他的经历，对不同地方产生影响构成。
1030.57,1039.14,8.570000000000164,1.0,当然对了， 就相当于我们现在在班里这么多同学，你在当里月在手动转动的时候，会不会影响其他同学一样一样的会了。
1039.14,1053.8,14.659999999999854,1.0,所以一旦这个经历产生变形之后，他会对周围的精力质押好，那么别的警鲤怎么会对这样的已经变形的领域产生了一个影响。
1053.8,1060.07,6.269999999999982,1.0,那我们首先来看一下，第一个是金建的一个单晶体里没有经济啊，是吧？ 对， 不用考虑。
1060.07,1063.07,3.0,1.0,但是多晶体的金械是多如鱼毛。
1063.07,1076.34,13.269999999999982,1.0,那当运动运动到经点附近时，那么受到今天的主要力量堆积起来，我们把它称作叫未错摘记委托代理，这是一个经历，这是一个经历。
1076.34,1084.99,8.650000000000091,1.0,那么未错， 在经营力度会不断的增值，那么在滑育过程里面也会从晶体的内部不断白的经营起来。
1084.99,1090.86,5.869999999999891,1.0,如果对单晶体面白白的晶体会，但是对于多多经体来说，他说法要精进了。
1090.86,1103.28,12.420000000000073,1.0,那么很多的这样的一个基因，地理里面的对称线都会往经济上滑移，在这里也会慢慢的数量会越来越多。
1103.28,1106.82,3.5399999999999636,1.0,这一块呢在这里大家都跑到这个路口吗？
1106.82,1113.31,6.490000000000009,1.0,银行直播间供比就相对比较难，所以这这个概念你比较实际上叫未错塞死。
1113.31,1118.875,5.565000000000055,1.0,而呢本身因为一场慢滑动路的时候，在这块区域又要塞死了这些。
1118.875,1121.7,2.825000000000045,,
1121.7,1130.88,9.180000000000064,1.0,那所以说在在这一块三级，要是变形继续进行，必须增加外能施加的力。
1130.88,1142.78,11.899999999999864,1.0,要进一步的增加抓住金属的变形抗议在宏观表现的时候，大家的强度应用证明没错吧。
1142.78,1149.385,6.605000000000018,1.0,好， 所以在这里面呢特别注意备错三级的概念东西。
1149.385,1152.27,2.884999999999991,,
1152.27,1161.08,8.809999999999945,1.0,那么眼见为实，我们当时跟我想象，认为阶级应该会在未缩，这边会产生灾用。
1161.08,1173.07,11.990000000000009,1.0,那么看一下这张图，这张图是我们通过电力观察到这样一个同理合一这个境界上，这一排排的小线段是未缩线。
1173.07,1179.27,6.2000000000000455,1.0,那么它在这个区域里们慢慢慢慢不断的增加在这个界面上做的。
1179.27,1188.43,9.160000000000082,1.0,在这两个委托之间，相比说他去年的标准到新界上的时候，越来越是越越越来越密集。
1188.43,1192.42,3.990000000000009,0.0,对啊， 好在这里面会是三级，
1192.42,1196.07,3.6499999999998636,1.0,这是第二。 第二种情况呢不同经历。
1196.07,1204.405,8.335000000000036,1.0,大家想象想看，我的两个拳头是两个不同的经历一样，每个经历在在空间上，空间间象象会不是一样的，
1204.405,1208.26,3.855000000000018,,
1208.26,1210.2,1.9400000000000548,0.0,会不一样，
1210.2,1222.32,12.11999999999989,1.0,不会是一样的，对不对？ 跟世界上没有两片完全相同的相同的树叶一样，这两个经历你再相似也不可能完，而且他这个很随机，
1222.32,1224.33,2.009999999999991,1.0,这个取向一个非常严重。
1224.33,1234.13,9.800000000000182,1.0,所以呢大家可以看一下，这个是一个大小的硬片，这个经历这个经历这个经历他们这个差别非常大。
1234.13,1244.14,10.009999999999991,1.0,大家想想这个经历开通了这个经历旁边的经历，这个比如说由于受各相邻经力的一个空间位向的问题。
1244.14,1256.235,12.0949999999998,1.0,当一个经力发生数性变移时，为了使金属保持连续性，那周围的经力如果不发生数性变移，则必须与弹性变影来与之协调。
1256.235,1258.88,2.645000000000209,,
1258.88,1263.97,5.089999999999918,1.0,那这个弹性变形并为数据运行经历。
1263.97,1275.77,11.799999999999955,1.0,所以说那个阻力还有还有好原告人，现在我现在就相当于有这个电影的，大家在在这位置上，我要起诉了你们的位置啊，
1275.77,1285.229,9.45900000000006,1.0,不对， 我想抗嘛，对不对？ 那么在这个时候呢，由于精密之间的相互约束，他就会使多晶体金属的一个精理变异。
1285.229,1298.56,13.330999999999904,1.0,抗抗体宏观表现是材料强度硬性增加了，是不是？ 但是你一旦超过他的一个弹性便影啊，那周围的这个经理也会数据电影啊，
1298.56,1305.38,6.820000000000164,1.0,他会不会一直以这种弹性电影进行抵抗不行。
1305.38,1317.81,12.429999999999836,1.0,那么另外一方面，双方怀疑的是华谊系与 very 夹角，本来有个接近四十五度，这个从哪里看出来的？
1317.81,1329.15,11.340000000000146,1.0,就是上节课给大家所说的一个高，等于括方根马等于抛刷一点，非常请请双方喂培训十五度角的时候，
1329.15,1340.07,10.919999999999845,1.0,这时候他所说的这个切引力是最大的，特别容易接近这个临界更析或者超过零界会接力，那么它就会产生这样的一种触动。
1340.07,1355.07,15.0,1.0,那么当未做三级这样的前端的硬力达到一定程度，再加上相邻经历的一个转动精灵，为什么是他周有的精灵，为什么没有相互转动呢？
1355.07,1367.935,12.865000000000009,1.0,在这个配合这个经理发生数据变形，而想要这个转动的过程里面，周围的机密和空间对象会不会发生改会吗？
1367.935,1373.62,5.684999999999945,,
1373.62,1377.31,3.690000000000055,0.0,不无法给肯定会发生改变，
1377.31,1379.55,2.240000000000009,1.0,那逐渐怎么变化呢？
1379.55,1386.57,7.019999999999982,1.0,是相邻接力中属于不利用，不利于华谊法医未向法医计算的一个位做。
1386.57,1394.59,8.019999999999982,1.0,所以说啊逐渐慢慢变得什么有利于华谊，对不对？ 这个空间运动不停的变，不停的变变到什么呢？
1394.59,1397.65,3.060000000000173,1.0,它特别的容易产生怀疑这样的状态。
1397.65,1404.7,7.0499999999999545,1.0,抓子怀疑有一批经理这个观点，传递到礼品经济上面。
1404.7,1412.47,7.769999999999982,1.0,好， 当有大量的金力发生滑移之后，那么金属便显示出明显的一个塑形面积。
1412.47,1422.05,9.579999999999927,1.0,所以这个一开始是一个经历，我说是一个经历很极端的什么开始定义，然后传递到两个，然后分两个存在了四个，应该几张发的，
1422.05,1429.63,7.580000000000155,1.0,最后， 然后变得一个非常一有导向性的这样的发一个一个。
1429.63,1431.58,1.949999999999818,0.0,哦，
1431.58,1434.1,2.519999999999982,1.0,好， 我们看一下这个地址，这是什么东西呢？
1434.1,1437.0,2.900000000000091,1.0,这是相当于一个省牛经的一个经理。
1437.0,1444.72,7.720000000000027,1.0,在他新经营之前，大家去看一下，整个这个人经济大小虽然不一样，但是他的基本情况还是什么，还是等于零吗？
1444.72,1448.73,4.009999999999991,1.0,邓是今中华民族有经验的就行。
1448.73,1452.59,3.8599999999999,1.0,那么如果我对它进行变形，对它进行拉伸。
1452.59,1458.6,6.009999999999991,1.0,大家可以以看一下这两端，它身上一个这个拉的就不大，最终变形之后的一个效果。
1458.6,1464.12,5.519999999999982,1.0,你看一下， 基本上整景都形状都发生了很大的这个变化，变成什么形状？
1464.12,1468.34,4.220000000000027,1.0,这种瞎谈行的一个经历，对吧？ 为什么产生这样的情况？
1468.34,1472.64,4.300000000000182,1.0,大家可以想象一下，一开始所有的经理都产生数据命理，
1472.64,1479.41,6.769999999999983,1.0,不是是一部分精力产生数据联移周围的一个精力会对它产生一个弹性的一个抗力。
1479.41,1483.59,4.179999999999836,1.0,但是超过了参与抗力之后，周围的精力在发生转动。
1483.59,1488.56,4.970000000000027,1.0,转动的目的是原先我这个取向是利益数据。
1488.56,1498.91,10.350000000000136,1.0,那的转向之后，它有利于发生数据内成，就会从中间这个定力传递到周围这个定域呢继续产生数据，对不对？ 这一个经力发生了变移，
1498.91,1501.15,2.240000000000009,1.0,有无数经力传生了变移之后产生反观。
1501.15,1512.67,11.519999999999982,1.0,我们这里图观察是一个，所以这里面需要经营一样那个相互配合哦，同时我们可以看一下啊，刚刚那个图里面每一个晶子，
1512.67,1515.07,2.3999999999998636,1.0,它的尺寸大小都是不一样的。
1515.07,1518.91,3.8400000000001455,1.0,那么机密的尺寸会对机子的立体性的到底产生什么样的影响？
1518.91,1521.365,2.4549999999999272,1.0,更更没又是什么？
1521.365,1523.85,2.4849999999999,,
1523.85,1534.77,10.920000000000073,1.0,通常情况下， 对于金属的精力是越细小，材料的强度硬度越高，为什么我产生这样一个情况？
1534.77,1546.99,12.220000000000027,1.0,精力越细小， 经济的总面积会越大，对吧？ 所而导致魏错在运动的境界的时候，越产生位错衰竭的时候，未做上海的同学多吧位错，
1546.99,1554.93,7.940000000000055,1.0,上海有没有大家想过未错，就没有时间肯没他基育运动，你材料的强度性度是不个提高。
1554.93,1561.83,6.899999999999864,1.0,另外需要协调的具有不同位向的机力越多，那么会使金属的一个数性变抗力。
1561.83,1563.84,2.009999999999991,,
1563.84,1570.1,6.259999999999991,1.0,原先到四月执行两个经理，他两个之间相互配合一下，就间产生是经理。
1570.1,1580.42,10.320000000000164,1.0,这时候从两个经理变成两百个经理要发生数据对移的时候，你需要其他的一百九十九个定理对应配合难度是不是有效对比较大？
1580.42,1590.0,9.579999999999927,1.0,他们现在协调的做电池哦，所以就会找精力越多和找到的材料的强度硬度就会越高。
1590.0,1596.7,6.7000000000000455,1.0,那么这个材料的强度呢，取决于取决于经营的支撑，它满足那个公式叫负号。
1596.7,1600.485,3.7849999999998554,1.0,第十公式这个是比较重要，
1600.485,1602.62,2.134999999999991,,
1602.62,1608.2,5.580000000000155,1.0,那么它有很多要表示的就是 sigma y 它代表什么的有求强度。
1608.2,1617.61,9.409999999999854,1.0,所以什么西格玛酶加那个长寿在 PV 的一个时间里面可以那尺寸越小。
1617.61,1619.425,1.8150000000000543,1.0,那这里来看一下尺寸越小，
1619.425,1621.71,2.285000000000082,,
1621.71,1635.07,13.3599999999999,1.0,那会导致对方外人啊越大越大，比如说尺寸的开根越小，会导致材料强度越高。
1635.07,1646.455,11.384999999999991,1.0,而且这两个之间有线与定的关系，建行这个公司叫沃尔佩奇公司诈片的被公司对到。
1646.455,1650.81,4.355000000000018,,
1650.81,1659.19,8.38000000000011,1.0,那么它表明材料的屈服强度跟精力大小，呈现在的线性关系线性关系。
1659.19,1668.19,9.0,1.0,那么在这里面这个这个尺寸 b 啊，它不仅仅可以表示这种转租金，它的一个精力的大小，平均精率的大小，还可以表示什么呢？
1668.19,1681.44,13.25,1.0,我们前面大家所说的一个什么承撞中方体的片人金具鉴定基因哦，那经济越细小，经济的总长度也就会越长。
1681.44,1688.91,7.470000000000027,1.0,对， 未侧那个阻碍资用会越大，都造成材料的趋势程度越高啊，
1688.91,1690.43,1.5199999999999818,0.0,是吗？
1690.43,1697.02,6.589999999999918,1.0,基础的基营越细小，塑性和韧性也能得到相应的。
1697.02,1705.62,8.599999999999909,1.0,我们前面给大家介绍过金属这个强化方式的时候，通常遇到说是材料强度、 硬度提高的，同时， 塑性和热性是下降的，
1705.62,1716.815,11.195000000000164,1.0,这两个是有矛盾的指标，对吧？ 那为什么细化精力可以材料的这四个指标都能比是说让我们来看一下啊，
1716.815,1718.86,2.0449999999998454,,
1718.86,1727.9,9.040000000000191,1.0,因为基因里越细小，这个大家要注意啊，有可能会就是让大家去分析几种材料类的强化方式，
1727.9,1735.16,7.259999999999991,1.0,他根本原因是因为对其他几种来说都很简单，都都未出啊， 都是有关系的，
1735.16,1746.44,11.279999999999973,1.0,对不对？ 那为什么这个强度塑据韧性都均提高这个东西大家注意越稀小，会导致三类体型的鲸的数量越多，
1746.44,1749.24,2.7999999999999545,1.0,参与变形的鲸的数量也就会越多。
1749.24,1761.88,12.6400000000001,1.0,那么变形越均匀，会在断裂前发生较大的一个塑性腐蚀，在断裂前发生较大的一个塑性变形，就是经历多方之间要相互配合，
1761.88,1766.8,4.919999999999845,1.0,对不对？ 这时候来讲，差部分就是帮数据运形的一个能力。
1766.8,1776.99,10.190000000000055,1.0,大部分另一方面强度和塑性同时在增加，因此在断裂前消耗的功也就会增加。
1776.99,1782.3,5.309999999999945,1.0,所以导致材料的个人任性不讳，积分任意代表着什么东西呢？
1782.3,1785.045,2.7450000000001182,1.0,怎么去衡量这种材料的韧性好与不好。
1785.045,1787.29,2.244999999999891,,
1787.29,1797.13,9.840000000000146,1.0,我们对于任性的测量是用它的冲积工来进行衡量，把诉讼材料做成一个国标的一个式样。
1797.13,1810.32,13.189999999999827,1.0,这个式样呢？ 把它做成这样的一个长方体的一形状状，在这个域域给开一个口子，这可能能是带有一个缺陷与缺口。
1810.32,1824.44,14.120000000000116,1.0,然后我用一个冲击的摆锤好重击摆水，然后从某一个固定的高度落下来。
1824.44,1828.06,3.619999999999891,1.0,大家想一想， 这时候它会把它的能量转换成什么？
1828.06,1829.51,1.4500000000000455,0.0,是的啊，
1829.51,1834.615,5.105000000000018,1.0,是不是啊冲击到这样的一个位置上来之后，冲击这个缺口。
1834.615,1837.29,2.6749999999999545,,
1837.29,1843.41,6.120000000000118,1.0,如果跟摆锤冲击之后，这个缺口又没有存在的情况下，又没有使材料发生断裂。
1843.41,1851.07,7.6599999999998545,1.0,我们认为这种材料发生什么耐冲击性的比较好，也就是这种材料什么比较好的韧性比较好。
1851.07,1855.81,4.740000000000009,1.0,这时候大家可以想象一下啊，一个材料具有很好的一个塑形。
